prjclk_target(ns),clk_estimated(ns),clk_uncertainty(ns),bram,dsp,ff,lutc_num_arith,c_num_logic,rtl_num_arith,rtl_num_logic,data_input_port(numxbits),data_output_port(numxbits)
io4_l2n1p4_l5n1p4_l8p2n1_d1d2,10.0,8.0,1.25,120,26,9649,13506,308,51,45,51,16x32,4x32
io4_l2n1p4_l5n1p4_l8p4n1,10.0,7.966,1.25,56,40,29427,17736,583,54,71,54,16x32,4x32
io4_l2n1p4_l5n1p4_l8p4n1_d1d2,10.0,7.966,1.25,144,80,42370,26418,564,48,68,48,16x32,4x32
io4_l2p1n1_l5p1n1_l8n1n1,10.0,8.683,1.25,56,11,2982,10813,322,71,68,71,16x32,4x32
io4_l2p1n1_l5p1n1_l8n1n1_d1d2,10.0,8.582,1.25,176,26,4122,17590,295,71,46,71,16x32,4x32
io4_l2p1n1_l5p1n1_l8n1n2,10.0,8.683,1.25,56,11,3046,10912,324,75,68,75,16x32,4x32
io4_l2p1n1_l5p1n1_l8n1n2_d1d2,10.0,8.582,1.25,176,26,5353,15964,297,74,46,74,16x32,4x32
io4_l2p1n1_l5p1n1_l8n1n4,10.0,8.71,1.25,56,11,3237,10962,329,74,69,74,16x32,4x32
io4_l2p1n1_l5p1n1_l8n1n4_d1d2,10.0,8.582,1.25,176,26,5543,15948,301,71,46,71,16x32,4x32
io4_l2p1n1_l5p1n1_l8n1p1,10.0,8.683,1.25,56,11,3072,11029,324,74,70,74,16x32,4x32
io4_l2p1n1_l5p1n1_l8n1p1_d1d2,10.0,8.582,1.25,176,26,5273,16074,297,74,48,74,16x32,4x32
io4_l2p1n1_l5p1n1_l8n1p2,10.0,8.702,1.25,56,11,3135,11138,327,78,71,78,16x32,4x32
io4_l2p1n1_l5p1n1_l8n1p2_d1d2,10.0,8.574,1.25,176,26,5472,16252,299,77,48,77,16x32,4x32
io4_l2p1n1_l5p1n1_l8n1p4,10.0,8.048,1.25,56,11,3339,11238,333,77,73,77,16x32,4x32
io4_l2p1n1_l5p1n1_l8n1p4_d1d2,10.0,8.574,1.25,176,26,5717,16237,303,74,48,74,16x32,4x32
io4_l2p1n1_l5p1n1_l8p1n1,10.0,8.771,1.25,56,11,3650,13931,467,100,87,100,16x32,4x32
io4_l2p1n1_l5p1n1_l8p1n1_d1d2,10.0,8.593,1.25,208,26,6361,19818,426,100,51,100,16x32,4x32
io4_l2p1n1_l5p1n1_l8p2n1,10.0,9.475,1.25,56,8,8193,14494,595,103,86,103,16x32,4x32
io4_l2p1n1_l5p1n1_l8p2n1_d1d2,10.0,8.678,1.25,184,26,11129,20926,554,103,51,103,16x32,4x32
io4_l2p1n1_l5p1n1_l8p4n1,10.0,8.73,1.25,56,40,30113,24911,851,100,99,100,16x32,4x32
io4_l2p1n1_l5p1n1_l8p4n1_d1d2,10.0,8.612,1.25,208,80,43836,35700,810,100,74,100,16x32,4x32
io4_l2p2n1_l5p2n1_l8n1n1,10.0,9.475,1.25,56,8,10564,12020,578,77,67,77,16x32,4x32
io4_l2p2n1_l5p2n1_l8n1n1_d1d2,10.0,8.087,1.25,128,26,12460,18713,551,77,46,77,16x32,4x32
